SalesID;DocumentDate;SalePrice;PropertyID;PropertyType;ym;zhvi_px;zhvi_idx;AdjSalePrice;NbrLivingUnits;SqFtLot;SqMLot;SqFtTotLiving;SqMTotLiving;SqFtFinBasement;SqMFinBasement;Bathrooms;Bedrooms;BldgGrade;YrBuilt;YrRenovated;TrafficNoise;LandVal;ImpsVal;ZipCode;NewConstruction;Image
25997;2010-05-03;370000;9435300153;Single Family;2010-05-01;347800;0.799172794117647;462979;1;9583;890;1450;135;0;0;1.75;3;7;1987;0;1;217000;200000;98052;0;F5QQDPP69X7U
25998;2007-08-21;320000;9435300192;Single Family;2007-08-01;434600;0.998621323529412;320442;1;8400;780;1810;168;0;0;1;4;6;1965;0;0;236000;154000;98052;0;F7W7K2HJ0C3X
25999;2012-08-23;265000;9438300060;Single Family;2012-08-01;327500;0.752527573529412;352147;1;8175;759;890;83;0;0;1;2;6;1952;0;0;180000;102000;98133;0;FJI7PLQJ28FS
26000;2007-06-26;435000;9438400040;Single Family;2007-06-01;433200;0.995404411764706;437008;1;8513;791;1880;175;600;56;1.75;3;7;1960;0;1;170000;163000;98133;0;FMG59FOHVZTV
26001;2008-12-18;510000;9441300030;Single Family;2008-12-01;381600;0.876838235294118;581635;1;8280;769;2620;243;1290;120;1.75;3;7;1948;0;1;214000;242000;98177;0;FO3PK2ODD8R1
26002;2006-06-22;793500;9445300055;Single Family;2006-06-01;404400;0.929227941176471;853935;1;3911;363;2170;202;760;71;2.75;4;8;1926;2006;0;335000;428000;98103;0;FVPJSDAVCI9I
26003;2007-06-21;628000;9445300075;Single Family;2007-06-01;433200;0.995404411764706;630899;1;3365;313;1850;172;400;37;1.75;3;7;1926;0;0;259000;441000;98103;0;FVZ8F3X7N6N4
26004;2006-06-19;525000;9447800060;Single Family;2006-06-01;404400;0.929227941176471;564985;1;8460;786;2000;186;960;89;2.5;5;7;1975;0;0;269000;228000;98052;0;FXC7KBUGGT6W
26005;2007-07-16;407950;9448300140;Single Family;2007-07-01;434200;0.997702205882353;408890;1;7250;674;2410;224;950;88;2;3;7;1940;1990;0;165000;307000;98108;0;G5B5MSOY0RKO
26006;2006-07-28;659200;9454200025;Single Family;2006-07-01;407700;0.936810661764706;703664;1;8510;791;3190;296;1260;117;1.75;2;9;1982;0;0;203000;597000;98042;0;G5BC7T9L7W31
26007;2007-06-01;700000;9454200035;Single Family;2007-06-01;433200;0.995404411764706;703232;1;8010;744;2110;196;990;92;2;4;7;1959;0;0;231000;286000;98042;0;G90JN87NA03B
26008;2006-11-06;405000;9455200009;Single Family;2006-11-01;421200;0.967830882352941;418462;1;5040;468;2220;206;950;88;2.75;4;7;1956;0;0;202000;282000;98125;0;G9490XOFNHV6
26009;2008-01-18;607750;9455200200;Single Family;2008-01-01;421900;0.969439338235294;626909;1;7800;725;1540;143;0;0;2;3;8;1965;0;0;202000;378000;98125;0;G958HSM9YKEV
26010;2007-04-23;499800;9455200205;Single Family;2007-04-01;430900;0.990119485294118;504788;1;7800;725;1540;143;0;0;2;3;8;2004;0;0;202000;337000;98125;0;GE3ZDPUH97JF
26011;2011-11-03;342250;9455200385;Single Family;2011-11-01;312200;0.717371323529412;477089;1;6635;616;2260;210;700;65;2.25;4;8;1964;0;0;202000;319000;98125;0;GF6WK00JGEMU
26012;2006-03-07;598000;9455200390;Single Family;2006-03-01;392100;0.900965073529412;663733;1;7800;725;3670;341;1480;137;2.5;4;8;1975;0;0;202000;482000;98125;0;GLB57VAM49H9
26013;2006-10-13;536000;9455200445;Single Family;2006-10-01;418300;0.961167279411765;557655;1;6743;626;1330;124;0;0;1.75;3;8;1958;2002;0;202000;333000;98125;0;GP11JBIXRDFN
26014;2009-10-07;370000;9455200790;Single Family;2009-10-01;351200;0.806985294117647;458497;1;5100;474;1410;131;300;28;1.75;3;7;1954;0;0;202000;263000;98125;0;GYI3KYRP9CP2
26015;2006-08-08;330000;9456200201;Single Family;2006-08-01;411100;0.944623161764706;349346;1;7694;715;1730;161;580;54;2;3;6;1984;0;0;70000;151000;98198;0;H1L50JN7B41W
26016;2007-05-14;384000;9456200328;Single Family;2007-05-01;432100;0.992876838235294;386755;1;6413;596;1840;171;0;0;2.5;3;8;1991;0;0;70000;179000;98198;0;H3U7W9QS2Q5A
26017;2006-10-24;278000;9456200442;Single Family;2006-10-01;418300;0.961167279411765;289232;1;21001;1951;1200;111;0;0;2;3;7;1982;0;0;105000;134000;98198;0;H6P1PWHQ2IPD
26018;2006-07-18;327250;9460000050;Single Family;2006-07-01;407700;0.936810661764706;349324;1;6500;604;2100;195;900;84;1.75;5;7;1962;0;2;77000;257000;98055;0;HCYJM6FGLZS1
26019;2006-06-20;333000;9461600160;Single Family;2006-06-01;404400;0.929227941176471;358362;1;7785;723;1610;150;0;0;2.5;3;8;1992;0;0;110000;181000;98031;0;HLQT86UJCTXO
26020;2008-05-28;330000;9465200250;Single Family;2008-05-01;407400;0.936121323529412;352518;2;6284;584;1030;96;0;0;1.5;2;7;1937;0;0;191000;173000;98103;0;HQHXPKT9DX8C
26021;2009-08-20;507000;9465900630;Single Family;2009-08-01;352600;0.810202205882353;625770;1;7210;670;2640;245;0;0;2.5;4;9;1989;0;0;143000;450000;98072;0;HUXL3MSJ5OFX
26022;2010-10-14;431000;9465910070;Single Family;2010-10-01;334700;0.769071691176471;560416;1;8453;785;1940;180;0;0;2.5;3;8;1994;0;0;147000;395000;98072;0;HXXO04UCH20W
26023;2011-03-07;467000;9465910320;Single Family;2011-03-01;321600;0.738970588235294;631960;1;7394;687;2500;232;0;0;2.5;3;9;1990;0;0;143000;442000;98072;0;HZV6OF5I5LB0
26024;2008-05-01;620000;9466700040;Single Family;2008-05-01;407400;0.936121323529412;662307;1;6724;625;3030;281;0;0;2.5;4;9;1992;0;0;136000;555000;98072;0;IAEH3XBX1PRF
26025;2007-07-05;800000;9468000010;Single Family;2007-07-01;434200;0.997702205882353;801842;1;13207;1227;2722;253;1010;94;3.25;4;9;1996;0;2;351000;372000;98005;0;IDX1MY32YZWV
26026;2006-12-04;656500;9468200031;Single Family;2006-12-01;423400;0.972886029411765;674796;1;4000;372;2720;253;960;89;2.75;4;7;1918;0;0;251000;541000;98103;0;IF5BRZZJXM3T
26027;2006-05-11;464950;9468200055;Single Family;2006-05-01;400600;0.920496323529412;505108;1;3654;339;1320;123;550;51;1.75;3;7;1925;0;0;247000;326000;98103;0;IF7FCUM6K9Y3
26028;2007-01-17;485000;9468200055;Single Family;2007-01-01;425600;0.977941176470588;495940;1;3654;339;1320;123;550;51;1.75;3;7;1925;0;0;247000;326000;98103;0;IG2ULVBAS914
26030;2006-07-10;495000;9468200111;Multiplex;2006-07-01;407700;0.936810661764706;528389;2;2700;251;1690;157;0;0;2;4;7;1906;0;0;222000;331000;98103;0;IJ572FBK5THW
26031;2009-04-28;610000;9468200128;Single Family;2009-04-01;365000;0.838694852941177;727321;1;3060;284;2040;190;0;0;2.25;4;8;1915;1990;0;288000;409000;98103;0;ILC1OYV5GXCM
26032;2008-07-08;542000;9468200161;Single Family;2008-07-01;400300;0.919806985294118;589254;1;5720;531;1700;158;760;71;2;3;7;1924;0;0;285000;306000;98103;0;IMBRHMQYVINP
26033;2011-06-08;515000;9468200163;Single Family;2011-06-01;315500;0.724954044117647;710390;1;5720;531;1780;165;800;74;2;3;7;1925;0;0;285000;378000;98103;0;ISB9070NRXVF
26034;2006-11-17;598000;9468200175;Single Family;2006-11-01;421200;0.967830882352941;617877;1;3600;334;1660;154;660;61;2;3;7;1939;2006;0;247000;340000;98103;0;IT3CBA6842YV
26035;2007-11-26;2000000;9471200040;Single Family;2007-11-01;428400;0.984375;2031746;1;10400;966;3620;336;0;0;3;4;10;1949;2006;0;586000;1365000;98105;0;IUYKREOJUSAJ
26036;2006-09-08;1725000;9471200065;Single Family;2006-09-01;414800;0.953125;1809836;1;9600;892;5570;517;1710;159;3.25;5;9;1952;0;0;559000;1256000;98105;0;IWAM922FNF4S
26037;2006-02-27;1600000;9471200110;Single Family;2006-02-01;387600;0.890625;1796491;1;10800;1003;3490;324;1240;115;3.5;4;10;1949;2003;0;590000;1120000;98105;0;IYHXQRDJDRSJ
26038;2006-11-20;1188000;9471200115;Single Family;2006-11-01;421200;0.967830882352941;1227487;1;10800;1003;3240;301;980;91;2.5;4;10;1946;0;0;590000;701000;98105;0;IZ33ZU88Q505
26039;2009-06-26;1115000;9471200205;Single Family;2009-06-01;357100;0.820542279411765;1358857;1;14000;1301;3340;310;0;0;3.25;5;10;1953;0;0;1022000;563000;98105;0;J0F8VJ093IID
26040;2007-05-08;2250000;9471200425;Single Family;2007-05-01;432100;0.992876838235294;2266142;1;25114;2333;4930;458;1490;138;4.25;5;12;1949;0;0;1218000;1943000;98105;0;J9PU4EQ1B6OY
26041;2007-06-01;850000;9471200895;Single Family;2007-06-01;433200;0.995404411764706;853924;1;9095;845;4070;378;1800;167;2.75;3;9;1950;0;2;422000;578000;98105;0;JDWHAG8QADBX
26042;2012-04-27;862500;9471201110;Single Family;2012-04-01;315200;0.724264705882353;1190863;1;8400;780;2510;233;1240;115;1.75;4;9;1949;0;0;498000;641000;98105;0;JMMAMGWQL8EW
26043;2006-11-30;2495000;9472200075;Single Family;2006-11-01;421200;0.967830882352941;2577930;1;12600;1171;4480;416;0;0;5.75;5;11;1956;2003;0;650000;2039000;98105;0;JOWP2A0HM0XJ
26044;2009-05-15;605000;9473200030;Single Family;2009-05-01;360700;0.828814338235294;729958;1;4920;457;2540;236;800;74;1.75;4;7;1929;0;0;285000;340500;98103;0;JP4DT0TJHLAQ
26045;2007-08-14;599999;9473200180;Single Family;2007-08-01;434600;0.998621323529412;600827;1;3200;297;1430;133;0;0;1;2;7;1930;0;0;220000;259000;98103;0;JQXKMWPR9BS7
26046;2012-09-27;235000;9474700020;Single Family;2012-09-01;329600;0.757352941176471;310291;1;9873;917;1010;94;0;0;1;3;6;1973;0;0;142000;106000;98065;0;JU5F7S537ZFK
26047;2006-04-14;309000;9474700040;Single Family;2006-04-01;396500;0.911075367647059;339160;1;10241;951;1200;111;0;0;1.75;3;7;1973;0;0;143000;167000;98065;0;JWYLB2298FXK
26048;2006-05-16;482700;9475200140;Single Family;2006-05-01;400600;0.920496323529412;524391;1;8750;813;1820;169;620;58;2.5;4;7;1969;0;0;269000;226000;98052;0;JZ04HN2I810N
26049;2008-06-02;572500;9475200170;Single Family;2008-06-01;403200;0.926470588235294;617937;1;8424;783;1790;166;590;55;2.75;4;7;1969;0;0;269000;211000;98052;0;K0BV8IY362HL
26050;2011-10-31;450000;9475200180;Single Family;2011-10-01;312000;0.716911764705882;627692;1;8800;818;2600;242;1300;121;2.5;5;7;1969;0;0;269000;282000;98052;0;K1K3RV7M9GQX
26051;2007-01-10;399000;9475700030;Single Family;2007-01-01;425600;0.977941176470588;408000;1;4349;404;1650;153;0;0;2.5;3;7;2001;0;1;151000;187000;98059;0;K1ZZSNTLLOO7
26052;2013-06-07;375000;9475700220;Single Family;2013-06-01;366100;0.841222426470588;445780;1;4652;432;2220;206;0;0;2.5;4;7;2001;0;0;156000;226000;98059;0;K46CX54TLAPR
26053;2006-08-24;470000;9475700290;Single Family;2006-08-01;411100;0.944623161764706;497553;1;4909;456;2420;225;0;0;3.25;4;7;2001;0;0;156000;234000;98059;0;K7XA6E632SUS
26054;2007-10-15;409000;9475700290;Single Family;2007-10-01;431300;0.991038602941177;412698;1;4909;456;2420;225;0;0;3.25;4;7;2001;0;0;156000;234000;98059;0;KAQS418S19R4
26055;2006-07-26;409950;9475700330;Single Family;2006-07-01;407700;0.936810661764706;437602;1;4967;461;2420;225;0;0;2.5;4;7;2001;0;0;156000;234000;98059;0;KGA34QOLSPIX
26056;2007-02-28;405500;9475700400;Single Family;2007-02-01;427800;0.982996323529412;412514;1;4411;410;1880;175;0;0;2.5;3;7;2001;0;1;151000;203000;98059;0;KIGESKNFFAUQ
26057;2006-12-19;450000;9475700410;Single Family;2006-12-01;423400;0.972886029411765;462541;1;4565;424;2050;190;0;0;2.5;4;7;2001;0;1;151000;216000;98059;0;KIYB96H0J5HU
26058;2006-09-19;388000;9475710030;Single Family;2006-09-01;414800;0.953125;407082;1;3853;358;1880;175;0;0;2.5;3;7;2001;0;2;138000;205000;98059;0;KJGO3ZIMV9LI
26059;2006-07-25;439950;9475710100;Single Family;2006-07-01;407700;0.936810661764706;469625;1;7683;714;2220;206;0;0;2.5;4;7;2001;0;0;156000;226000;98059;0;KJWG1J22IOBK
26061;2011-03-17;320000;9476000160;Single Family;2011-03-01;321600;0.738970588235294;433035;1;7845;729;2140;199;0;0;2.5;4;9;1995;0;0;131000;249000;98055;0;KK0Y1TV58XBD
26062;2006-05-01;427500;9476000200;Single Family;2006-05-01;400600;0.920496323529412;464423;1;7745;720;2410;224;0;0;2;4;9;1996;0;0;131000;262000;98055;0;KN2FCM8OX25D
26064;2006-02-22;295000;9476200175;Single Family;2006-02-01;387600;0.890625;331228;1;11500;1068;1200;111;470;44;1.5;4;6;1943;0;3;167000;53000;98056;0;KR8XNKREXT7L
26065;2006-01-31;285000;9476200276;Single Family;2006-01-01;383200;0.880514705882353;323674;1;9600;892;1240;115;0;0;2;4;6;1943;0;0;156000;93000;98056;0;KSEPP1HTVEZW
26066;2008-05-16;291900;9476200300;Single Family;2008-05-01;407400;0.936121323529412;311819;1;6910;642;1090;101;0;0;1;3;6;1942;2002;0;156000;66000;98056;0;KXBYTJPNOQX3
26067;2011-07-28;183000;9476200300;Single Family;2011-07-01;314100;0.721737132352941;253555;1;6910;642;1090;101;0;0;1;3;6;1942;2002;0;156000;66000;98056;0;KZPA4EEQO43C
26068;2013-01-24;192500;9476200300;Single Family;2013-01-01;342800;0.787683823529412;244387;1;6910;642;1090;101;0;0;1;3;6;1942;2002;0;156000;66000;98056;0;L39NGGP68RRM
26069;2010-07-06;229900;9476200650;Single Family;2010-07-01;342800;0.787683823529412;291868;1;7679;713;1020;95;0;0;1;2;6;1942;0;0;156000;70000;98056;0;LDX3748QWWD6
26070;2009-08-13;264000;9476200665;Single Family;2009-08-01;352600;0.810202205882353;325845;1;7032;653;1320;123;0;0;1.75;3;6;1942;0;0;156000;100000;98056;0;LEA1SJI1LSDI
26071;2011-01-19;249900;9476200685;Single Family;2011-01-01;328100;0.75390625;331474;1;7722;717;2200;204;1000;93;2;3;6;1944;0;0;172000;77000;98056;0;LEHYIWWPYAQ2
26073;2008-06-18;315000;9476200720;Single Family;2008-06-01;403200;0.926470588235294;340000;1;11478;1066;1110;103;0;0;1;3;6;1943;0;0;162000;60000;98056;0;LJR8O1KYITSS
26074;2007-06-26;435000;9476700035;Single Family;2007-06-01;433200;0.995404411764706;437008;1;13680;1271;3500;325;1150;107;2.5;4;7;1943;1965;0;190000;184000;98056;0;LO7NND35KQMJ
26075;2011-05-10;234000;9476900030;Single Family;2011-05-01;316900;0.728170955882353;321353;1;8175;759;1760;164;0;0;2.5;3;8;1992;0;0;87000;178000;98092;0;LU6NB7G00MEI
26076;2009-09-28;311000;9476900180;Single Family;2009-09-01;351800;0.808363970588235;384728;1;6061;563;2170;202;0;0;2.5;4;8;1994;0;0;87000;201000;98092;0;M7T7MJP4QOWC
26077;2006-03-01;390000;9477000030;Single Family;2006-03-01;392100;0.900965073529412;432869;1;7200;669;1630;151;0;0;1.75;3;7;1967;0;0;143000;275000;98034;0;M9DP4K92CJCT
26078;2013-07-23;425000;9477000060;Single Family;2013-07-01;370700;0.851792279411765;498948;1;7965;740;1650;153;0;0;1.75;3;7;1967;0;0;143000;274000;98034;0;MC5LYRM1LXU7
26079;2013-07-01;394000;9477000510;Single Family;2013-07-01;370700;0.851792279411765;462554;1;7200;669;1600;149;0;0;1.5;4;7;1967;0;0;143000;297000;98034;0;MEN7S7LC7EYW
26080;2006-08-21;405000;9477000650;Single Family;2006-08-01;411100;0.944623161764706;428742;1;11730;1090;1640;152;0;0;1.75;3;7;1967;0;3;118000;302000;98034;0;MFHMETAJGL79
26081;2011-05-04;329000;9477000920;Single Family;2011-05-01;316900;0.728170955882353;451817;1;7830;727;1870;174;580;54;2.5;3;7;1967;0;1;129000;311000;98034;0;MJS35KDS04Z4
26082;2006-03-29;372500;9477001200;Single Family;2006-03-01;392100;0.900965073529412;413446;1;8250;766;1300;121;0;0;1.75;3;7;1967;0;0;143000;202000;98034;0;MLOBR5FVBS8N
26083;2006-03-27;364000;9477001230;Single Family;2006-03-01;392100;0.900965073529412;404011;1;7000;650;1630;151;0;0;1.75;3;7;1967;0;0;143000;270000;98034;0;MLTCK3WZYX51
26084;2012-12-07;352000;9477001280;Single Family;2012-12-01;339400;0.779871323529412;451357;1;7983;742;1520;141;0;0;2;4;7;1967;0;2;114000;291000;98034;0;MPTQN4T9N34D
26085;2008-08-19;423000;9477001410;Single Family;2008-08-01;397900;0.914292279411765;462653;1;10630;988;1520;141;0;0;1.75;4;7;1967;0;2;120000;264000;98034;0;MZVILEC6VJY2
26086;2007-09-18;362500;9477100060;Single Family;2007-09-01;433500;0.99609375;363922;1;7800;725;1300;121;0;0;1.75;3;7;1968;0;1;129000;271000;98034;0;N0QVE0TT8ZWC
26087;2008-02-11;384300;9477100090;Single Family;2008-02-01;418400;0.961397058823529;399731;1;7920;736;1950;181;0;0;2.5;3;7;1968;0;1;129000;318000;98034;0;N21AL0YEXKEV
26088;2011-02-25;265000;9477100520;Single Family;2011-02-01;325000;0.746783088235294;354855;1;7371;685;1310;122;0;0;1.5;3;7;1968;0;0;143000;237000;98034;0;N24F0WT560OJ
26089;2015-02-19;245000;9477100620;Single Family;2015-02-01;417900;0.960248161764706;255142;1;7125;662;1330;124;0;0;1.5;3;7;1968;0;0;143000;182000;98034;0;N2VA0BGOWQ9I
26090;2013-05-20;315000;9477100720;Single Family;2013-05-01;360700;0.828814338235294;380061;1;7350;683;1300;121;0;0;2;3;7;1968;0;0;143000;240000;98034;0;N347WL2KTB2M
26091;2006-12-11;407500;9477101020;Single Family;2006-12-01;423400;0.972886029411765;418857;1;7416;689;1790;166;0;0;1.75;4;7;1967;0;0;143000;314000;98034;0;N563R3OVBEO4
26092;2011-02-24;332000;9477101020;Single Family;2011-02-01;325000;0.746783088235294;444574;1;7416;689;1790;166;0;0;1.75;4;7;1967;0;0;143000;314000;98034;0;N6Q2E1A0WA2I
26093;2006-06-22;369000;9477101230;Single Family;2006-06-01;404400;0.929227941176471;397104;1;7300;678;1970;183;0;0;1.75;4;7;1967;0;0;143000;239000;98034;0;N8TTJUNVBYZ1
26094;2007-07-20;425000;9477101230;Single Family;2007-07-01;434200;0.997702205882353;425979;1;7300;678;1970;183;0;0;1.75;4;7;1967;0;0;143000;239000;98034;0;NB1C2EU9PL11
26095;2009-06-17;304000;9477101280;Single Family;2009-06-01;357100;0.820542279411765;370487;1;7505;697;2090;194;0;0;1.75;3;7;1967;0;0;143000;249000;98034;0;NBK47OQ11C9P
26096;2006-06-21;425000;9477200280;Single Family;2006-06-01;404400;0.929227941176471;457369;1;8040;747;1750;163;480;45;2.5;3;7;1977;2011;2;114000;412000;98034;0;NDWN83CRE9GW
26097;2007-03-01;450000;9477200360;Single Family;2007-03-01;429600;0.987132352941177;455866;1;8400;780;1650;153;0;0;1;3;7;1977;0;2;114000;283000;98034;0;NHIGT0PZK9W5
26098;2009-06-08;297500;9477200460;Single Family;2009-06-01;357100;0.820542279411765;362565;1;9451;878;950;88;0;0;1;3;7;1977;0;2;120000;227000;98034;0;NHTSPB0MDH5H
26099;2010-05-07;355000;9477200560;Single Family;2010-05-01;347800;0.799172794117647;444209;1;7245;673;1530;142;0;0;1.75;3;7;1984;0;0;143000;294000;98034;0;NQ833OTXQEVH
26100;2008-07-18;399500;9477201040;Single Family;2008-07-01;400300;0.919806985294118;434330;1;7300;678;1810;168;570;53;1.75;3;7;1976;0;0;143000;282000;98034;0;O2577MCAC816
26101;2010-12-09;278000;9477201060;Single Family;2010-12-01;330600;0.759650735294118;365958;1;7854;730;1410;131;0;0;1;3;7;1971;0;0;143000;241000;98034;0;O3H47HVGOQTB
26102;2006-07-06;380000;9477201220;Single Family;2006-07-01;407700;0.936810661764706;405632;1;7400;687;950;88;0;0;1.75;3;7;1977;0;1;129000;251000;98034;0;O5QMIUZOBZ9J
26103;2013-09-10;302500;9477201310;Single Family;2013-09-01;377500;0.867417279411765;348736;1;7125;662;1050;98;0;0;1;3;7;1972;0;1;129000;216000;98034;0;OCR3KUT2NE9Y
26104;2013-09-26;435000;9477201330;Single Family;2013-09-01;377500;0.867417279411765;501489;1;6100;567;1890;176;650;60;2.25;3;7;1977;0;0;136000;319000;98034;0;OEBG8A4I9IHS
26105;2006-12-07;390000;9477201370;Single Family;2006-12-01;423400;0.972886029411765;400869;1;8025;746;1760;164;530;49;1.75;3;7;1976;0;0;143000;278000;98034;0;OGEQ29CBTUSX
26106;2008-05-27;379400;9477201400;Single Family;2008-05-01;407400;0.936121323529412;405289;1;8346;775;1460;136;240;22;1.75;3;7;1977;0;0;143000;262000;98034;0;OLVPT2DFMHNJ
26107;2008-03-13;375000;9477201530;Single Family;2008-03-01;415100;0.953814338235294;393158;1;7565;703;1480;137;260;24;2.25;3;7;1977;0;0;143000;226000;98034;0;OR1DKHH36X4C
26108;2013-11-04;149500;9477201620;Single Family;2013-11-01;382600;0.879136029411765;170053;1;7800;725;2270;211;980;91;2.25;4;7;1977;0;0;143000;282000;98034;0;OSE9J2B41O0L
26109;2006-10-23;395950;9477201630;Single Family;2006-10-01;418300;0.961167279411765;411947;1;7280;676;1270;118;0;0;1.5;3;7;1977;0;0;143000;248000;98034;0;P2EQS19JJZ1G
26110;2011-09-09;334950;9477201670;Single Family;2011-09-01;312000;0.716911764705882;467212;1;8190;761;1640;152;520;48;2.5;3;7;1975;0;0;129000;271000;98034;0;P6SI66ZBL8TT
26111;2009-12-22;396950;9477500060;Single Family;2009-12-01;350600;0.805606617647059;492734;1;13501;1254;3300;307;1240;115;2.5;6;8;1980;0;0;172000;241000;98059;0;PAD2O2ALTV7B
26114;2010-11-30;340000;9477710060;Single Family;2010-11-01;332700;0.764476102941177;444749;1;10397;966;1460;136;0;0;1.75;3;8;1974;0;0;240000;144000;98056;0;PBHYS7PXUR7Q
26115;2006-02-01;400000;9477720050;Single Family;2006-02-01;387600;0.890625;449123;1;9826;913;2280;212;920;85;2.5;3;8;1979;0;0;235000;201000;98056;0;PGOFF6B4MMIM
26116;2011-11-29;317000;9477730170;Single Family;2011-11-01;312200;0.717371323529412;441891;1;15723;1461;2100;195;860;80;1.75;3;8;1979;0;0;235000;176000;98056;0;PH89H72P8892
26117;2008-02-26;415000;9477930070;Single Family;2008-02-01;418400;0.961397058823529;431663;1;5340;496;1800;167;0;0;2;3;7;2001;0;0;162000;227000;98059;0;PSW9SQAX9MMN
26118;2007-07-03;575000;9477930210;Single Family;2007-07-01;434200;0.997702205882353;576324;1;6586;612;3170;295;0;0;2.5;4;7;2001;0;0;162000;309000;98059;0;PWENTAWL0B9T
26119;2006-04-26;500000;9477940260;Single Family;2006-04-01;396500;0.911075367647059;548802;1;5638;524;3170;295;0;0;2.5;4;7;2002;0;0;162000;312000;98059;0;Q1ENT3QIQX6J
26120;2008-08-04;680000;9478400080;Single Family;2008-08-01;397900;0.914292279411765;743745;1;4930;458;2980;277;90;8;3;4;9;2000;0;0;296000;459000;98006;0;Q39X300NHYIE
26121;2007-03-15;710000;9478400120;Single Family;2007-03-01;429600;0.987132352941177;719255;1;7294;678;2330;216;0;0;2.5;4;9;2001;0;0;296000;414000;98006;0;QH4JI2X8TRES
26122;2006-02-08;680000;9478400300;Single Family;2006-02-01;387600;0.890625;763509;1;6440;598;2980;277;90;8;3;4;9;2000;0;0;296000;464000;98006;0;QI4CZMKDC9LC
26123;2013-01-24;320590;9478500010;Single Family;2013-01-01;342800;0.787683823529412;407003;1;7667;712;2200;204;0;0;2.5;4;7;2013;0;0;95000;248000;98042;1;QJOA7K1FAP5L
26124;2013-09-04;279990;9478500170;Single Family;2013-09-01;377500;0.867417279411765;322786;1;4500;418;1770;164;0;0;2.5;3;7;2012;0;0;95000;214000;98042;1;QKW6MYEEB9IA
26126;2012-07-09;266939;9478500360;Single Family;2012-07-01;325300;0.747472426470588;357122;1;4549;423;1980;184;0;0;2.5;3;7;2012;0;0;95000;228000;98042;1;QL3NUHLYJBFU
26127;2011-04-11;281990;9478500470;Single Family;2011-04-01;318700;0.732306985294118;385071;1;4198;390;1980;184;0;0;2.5;3;7;2010;0;0;95000;217000;98042;1;QMSTPYNP9Z1X
26128;2011-01-06;296682;9478500510;Single Family;2011-01-01;328100;0.75390625;393526;1;4265;396;1980;184;0;0;2.5;3;7;2010;0;0;95000;217000;98042;1;QN5JC84BFFAN
26129;2008-09-12;343235;9478500570;Single Family;2008-09-01;394900;0.907398897058823;378263;1;4469;415;2620;243;0;0;2.5;4;7;2008;0;0;95000;237000;98042;1;QNXGWOUOJOST
26130;2010-12-14;250000;9478500570;Single Family;2010-12-01;330600;0.759650735294118;329099;1;4469;415;2620;243;0;0;2.5;4;7;2008;0;0;95000;237000;98042;0;QOBTT2HV6LWT
26131;2008-05-06;330000;9478500640;Single Family;2008-05-01;407400;0.936121323529412;352518;1;4495;418;2250;209;0;0;2.5;4;7;2008;0;0;95000;219000;98042;1;QUELLEAI1ER7
26132;2008-06-19;347630;9478500670;Single Family;2008-06-01;403200;0.926470588235294;375220;1;4500;418;2250;209;0;0;2.5;3;7;2008;0;0;95000;219000;98042;1;QW4IBGRPHDI1
26133;2008-06-02;334780;9478500710;Single Family;2008-06-01;403200;0.926470588235294;361350;1;4500;418;2130;198;0;0;2.5;4;7;2008;0;0;95000;211000;98042;1;R0JJ3651C08Y
26134;2009-05-26;375000;9478500770;Single Family;2009-05-01;360700;0.828814338235294;452454;1;4557;423;2570;239;0;0;2.5;4;7;2009;0;0;95000;239000;98042;1;R1RGOSP35XK1
26135;2011-05-25;277920;9478500810;Single Family;2011-05-01;316900;0.728170955882353;381669;1;4500;418;1980;184;0;0;2.5;3;7;2010;0;0;95000;217000;98042;1;R2TH5R60F9QH
26136;2012-11-02;266878;9478501020;Single Family;2012-11-01;335900;0.771829044117647;345773;1;4500;418;1980;184;0;0;2.5;3;7;2012;0;0;95000;228000;98042;1;R3OP5WO028DO
26137;2009-04-27;300000;9478501110;Single Family;2009-04-01;365000;0.838694852941177;357699;1;4351;404;1860;173;0;0;2.5;3;7;2009;0;0;90000;201000;98042;1;RBLES6E14JIB
26138;2012-09-10;301647;9478501150;Single Family;2012-09-01;329600;0.757352941176471;398291;1;4400;409;2200;204;0;0;2.5;4;7;2012;0;0;95000;239000;98042;1;RKUL00OZ1CJ3
26143;2006-02-14;888000;9482700056;Single Family;2006-02-01;387600;0.890625;997053;1;3854;358;2590;241;270;25;2.75;4;8;1928;1978;0;335000;497000;98103;0;ROODCY3LS1GJ
26144;2007-08-21;718000;9482700190;Single Family;2007-08-01;434600;0.998621323529412;718991;1;4416;410;1940;180;900;84;1.75;3;7;1925;0;0;335000;364000;98103;0;RP312HJ6I500
26145;2006-02-17;851000;9482700380;Single Family;2006-02-01;387600;0.890625;955509;1;3922;364;2330;216;300;28;1.5;4;8;1925;0;0;335000;592000;98103;0;RSAGVY4BIZ8Q
26146;2009-06-25;660000;9482700475;Single Family;2009-06-01;357100;0.820542279411765;804346;1;4416;410;2040;190;0;0;3.5;4;7;1926;0;0;335000;485000;98103;0;RUACWAAK98CF
26147;2006-10-24;725000;9482700490;Single Family;2006-10-01;418300;0.961167279411765;754291;1;4942;459;2250;209;500;46;1.75;3;7;1926;0;0;335000;409000;98103;0;S6IAEH6QXRCF
